"common","catch_count","year","month","MODE_FX","AREA_X","clust","mean_brevis_count"
"WHITE GRUNT",12,"2010","6","5","5","1",13
"WHITE GRUNT",2,"2010","6","7","5","2",13
"BLUEFISH",14,"2010","7","7","5","2",0
"BONNETHEAD",1,"2010","7","7","5","2",0
"COMMON SNOOK",1,"2010","7","7","5","2",0
"CREVALLE JACK",5,"2010","7","7","5","2",0
"GAFFTOPSAIL CATFISH",1,"2010","7","7","5","2",0
"GAG",2,"2010","7","7","5","2",0
"GRAY SNAPPER",14,"2010","7","3","5","2",0
"GRAY SNAPPER",21,"2010","7","7","5","2",0
"GULF FLOUNDER",1,"2010","7","3","5","2",0
"GULF FLOUNDER",5,"2010","7","7","5","2",0
"HARDHEAD CATFISH",45,"2010","7","7","5","4",0
"INSHORE LIZARDFISH",2,"2010","7","3","5","2",0
"LADYFISH",30,"2010","7","7","5","4",0
"PINFISH",32,"2010","7","3","5","4",0
"PINFISH",76,"2010","7","7","5","4",0
"RED DRUM",31,"2010","7","7","5","2",0
"RED GROUPER",1,"2010","7","7","5","2",0
"REQUIEM SHARK FAMILY",2,"2010","7","7","5","2",0
"SCALED SARDINE",38,"2010","7","3","5","4",0
"SCALED SARDINE",200,"2010","7","7","5","5",0
"SHEEPSHEAD",2,"2010","7","3","5","2",0
"SOUTHERN PUFFER",1,"2010","7","3","5","2",0
"SPANISH MACKEREL",2,"2010","7","7","5","2",0
"SPOTTED SEATROUT",1,"2010","7","3","5","4",0
"SPOTTED SEATROUT",187,"2010","7","7","5","4",0
"STINGRAY GENUS",1,"2010","7","3","5","2",0
"WHITE GRUNT",2,"2010","7","3","5","2",0
"WHITE GRUNT",10,"2010","7","7","5","2",0
"ATLANTIC THREAD HERRING",30,"2010","8","7","5","4",11
"BLACK SEA BASS",1,"2010","8","5","5","2",11
"BLACK SEA BASS",8,"2010","8","7","5","2",11
"BLUEFISH",3,"2010","8","7","5","2",11
"BONNETHEAD",2,"2010","8","7","5","2",11
"CREVALLE JACK",1,"2010","8","3","5","2",11
"CREVALLE JACK",8,"2010","8","7","5","2",11
"FLORIDA POMPANO",1,"2010","8","7","5","2",11
"GAFFTOPSAIL CATFISH",22,"2010","8","7","5","2",11
"GAG",5,"2010","8","5","5","2",11
"GAG",18,"2010","8","7","5","2",11
"GRAY SNAPPER",8,"2010","8","3","5","2",11
"GRAY SNAPPER",5,"2010","8","5","5","2",11
"GRAY SNAPPER",35,"2010","8","7","5","4",11
"GULF FLOUNDER",1,"2010","8","5","5","2",11
"GULF FLOUNDER",2,"2010","8","7","5","2",11
"GULF KINGFISH",1,"2010","8","7","5","2",11
"HARDHEAD CATFISH",4,"2010","8","3","5","2",11
"HARDHEAD CATFISH",6,"2010","8","7","5","2",11
"INSHORE LIZARDFISH",1,"2010","8","3","5","2",11
"INSHORE LIZARDFISH",1,"2010","8","5","5","2",11
"INSHORE LIZARDFISH",2,"2010","8","7","5","2",11
"LADYFISH",1,"2010","8","3","5","2",11
"LADYFISH",2,"2010","8","5","5","1",11
"LADYFISH",25,"2010","8","7","5","4",11
"PINFISH",34,"2010","8","3","5","4",11
"PINFISH",5,"2010","8","5","5","2",11
"PINFISH",81,"2010","8","7","5","4",11
"RED DRUM",8,"2010","8","7","5","2",11
"RED GROUPER",1,"2010","8","7","5","2",11
"REQUIEM SHARK GENUS",2,"2010","8","7","5","2",11
"SCALED SARDINE",136,"2010","8","7","5","5",11
"SEAROBIN GENUS",1,"2010","8","3","5","2",11
"SHEEPSHEAD",1,"2010","8","7","5","2",11
"SPANISH MACKEREL",1,"2010","8","5","5","1",11
"SPANISH MACKEREL",1,"2010","8","7","5","2",11
"SPOTTED SEATROUT",1,"2010","8","3","5","4",11
"SPOTTED SEATROUT",62,"2010","8","5","5","1",11
"SPOTTED SEATROUT",160,"2010","8","7","5","4",11
"STRIPED MULLET",30,"2010","8","7","5","4",11
"WHITE GRUNT",22,"2010","8","3","5","2",11
"WHITE GRUNT",11,"2010","8","7","5","2",11
"YELLOWTAIL SNAPPER",1,"2010","8","3","5","2",11
"BLACK DRUM",4,"2010","9","7","5","2",15
"BLACK GROUPER",1,"2010","9","7","5","2",15
"BLUEFISH",8,"2010","9","7","5","2",15
"BONNETHEAD",1,"2010","9","7","5","2",15
"COBIA",1,"2010","9","7","5","2",15
"COMMON SNOOK",25,"2010","9","7","5","2",15
"CREVALLE JACK",1,"2010","9","3","5","2",15
"CREVALLE JACK",22,"2010","9","7","5","2",15
"GAFFTOPSAIL CATFISH",5,"2010","9","7","5","2",15
"GAG",72,"2010","9","7","5","4",15
"GOLIATH GROUPER",3,"2010","9","7","5","2",15
"GRAY SNAPPER",37,"2010","9","7","5","4",15
"GULF FLOUNDER",1,"2010","9","3","5","2",15
"GULF FLOUNDER",3,"2010","9","7","5","2",15
"HARDHEAD CATFISH",17,"2010","9","7","5","2",15
"INSHORE LIZARDFISH",1,"2010","9","3","5","2",15
"INSHORE LIZARDFISH",3,"2010","9","7","5","2",15
"LADYFISH",1,"2010","9","3","5","2",15
"LADYFISH",58,"2010","9","7","5","4",15
"NURSE SHARK",1,"2010","9","7","5","4",15
"PIGFISH",1,"2010","9","7","5","2",15
"PINFISH",5,"2010","9","3","5","2",15
"PINFISH",91,"2010","9","7","5","4",15
"PUFFER FAMILY",2,"2010","9","7","5","2",15
"RED DRUM",148,"2010","9","7","5","4",15
"RED GROUPER",12,"2010","9","7","5","2",15
"REQUIEM SHARK GENUS",8,"2010","9","7","5","2",15
"SAND PERCH",4,"2010","9","7","5","2",15
"SEAROBIN FAMILY",2,"2010","9","7","5","2",15
"SPANISH MACKEREL",18,"2010","9","7","5","2",15
"SPOTTED SEATROUT",213,"2010","9","7","5","4",15
"STINGRAY GENUS",1,"2010","9","7","5","2",15
"WHITE GRUNT",28,"2010","9","7","5","2",15
"BLACK SEA BASS",6,"2010","10","7","5","2",74
"BLUEFISH",28,"2010","10","7","5","2",74
"BONNETHEAD",1,"2010","10","7","5","2",74
"COMMON SNOOK",10,"2010","10","7","5","2",74
"CREVALLE JACK",20,"2010","10","7","5","2",74
"GAFFTOPSAIL CATFISH",2,"2010","10","7","5","2",74
"GAG",55,"2010","10","7","5","4",74
"GRAY SNAPPER",24,"2010","10","7","5","4",74
"GULF FLOUNDER",6,"2010","10","7","5","2",74
"HARDHEAD CATFISH",12,"2010","10","7","5","2",74
"INSHORE LIZARDFISH",2,"2010","10","7","5","2",74
"LADYFISH",29,"2010","10","7","5","4",74
"PIGFISH",12,"2010","10","7","5","3",74
"PINFISH",67,"2010","10","7","5","4",74
"RED DRUM",9,"2010","10","7","5","2",74
"RED GROUPER",3,"2010","10","7","5","2",74
"REQUIEM SHARK FAMILY",1,"2010","10","7","5","2",74
"REQUIEM SHARK GENUS",1,"2010","10","7","5","2",74
"SCALED SARDINE",36,"2010","10","7","5","4",74
"SPANISH MACKEREL",15,"2010","10","7","5","2",74
"SPOTTED SEATROUT",140,"2010","10","7","5","4",74
"WHITE GRUNT",3,"2010","10","7","5","2",74
"BLACK DRUM",1,"2010","11","7","5","2",43
"BLACKTIP SHARK",1,"2010","11","3","5","2",43
"BLUEFISH",6,"2010","11","5","5","1",43
"BLUEFISH",5,"2010","11","7","5","2",43
"COBIA",1,"2010","11","7","5","2",43
"COMMON SNOOK",2,"2010","11","5","5","1",43
"COMMON SNOOK",3,"2010","11","7","5","2",43
"CREVALLE JACK",1,"2010","11","7","5","2",43
"GAFFTOPSAIL CATFISH",2,"2010","11","7","5","2",43
"GAG",4,"2010","11","3","5","2",43
"GAG",19,"2010","11","7","5","2",43
"GRAY SNAPPER",1,"2010","11","7","5","2",43
"GULF FLOUNDER",2,"2010","11","7","5","2",43
"HARDHEAD CATFISH",4,"2010","11","7","5","2",43
"INSHORE LIZARDFISH",30,"2010","11","3","5","2",43
"INSHORE LIZARDFISH",5,"2010","11","7","5","2",43
"LADYFISH",5,"2010","11","3","5","2",43
"LADYFISH",5,"2010","11","5","5","1",43
"LADYFISH",13,"2010","11","7","5","2",43
"LEFTEYE FLOUNDER FAMILY",7,"2010","11","3","5","2",43
"LEFTEYE FLOUNDER FAMILY",13,"2010","11","7","5","2",43
"PINFISH",46,"2010","11","3","5","4",43
"PINFISH",49,"2010","11","7","5","4",43
"RED DRUM",29,"2010","11","5","5","2",43
"RED DRUM",12,"2010","11","7","5","2",43
"RED GROUPER",2,"2010","11","7","5","2",43
"REQUIEM SHARK GENUS",1,"2010","11","7","5","2",43
"SAND PERCH",1,"2010","11","3","5","2",43
"SCALED SARDINE",20,"2010","11","3","5","4",43
"SCALED SARDINE",84,"2010","11","7","5","4",43
"SHEEPSHEAD",10,"2010","11","3","5","2",43
"SHEEPSHEAD",2,"2010","11","7","5","2",43
"SOUTHERN PUFFER",2,"2010","11","3","5","2",43
"SPANISH MACKEREL",7,"2010","11","7","5","2",43
"SPOTTED SEATROUT",6,"2010","11","5","5","1",43
"SPOTTED SEATROUT",10,"2010","11","7","5","4",43
"STINGRAY GENUS",1,"2010","11","3","5","2",43
"STRIPED MULLET",4,"2010","11","7","5","2",43
"WHITE GRUNT",12,"2010","11","3","5","2",43
"WHITE GRUNT",1,"2010","11","7","5","2",43
"BLACK DRUM",29,"2010","12","5","5","1",0
"BLACK DRUM",2,"2010","12","7","5","1",0
"GAG",2,"2010","12","7","5","2",0
"GRAY SNAPPER",10,"2010","12","7","5","2",0
"GULF FLOUNDER",2,"2010","12","7","5","2",0
"HARDHEAD CATFISH",3,"2010","12","7","5","2",0
"INSHORE LIZARDFISH",5,"2010","12","3","5","2",0
"INSHORE LIZARDFISH",4,"2010","12","7","5","2",0
"LADYFISH",4,"2010","12","3","5","2",0
"LADYFISH",1,"2010","12","5","5","1",0
"LADYFISH",13,"2010","12","7","5","2",0
"LEFTEYE FLOUNDER FAMILY",1,"2010","12","7","5","2",0
"LEFTEYE FLOUNDER GENUS",4,"2010","12","7","5","2",0
"MULLET GENUS",50,"2010","12","3","5","2",0
"MULLET GENUS",1,"2010","12","7","5","2",0
"PINFISH",1,"2010","12","7","5","2",0
"RED DRUM",10,"2010","12","5","5","1",0
"RED DRUM",23,"2010","12","7","5","2",0
"SHEEPSHEAD",1,"2010","12","3","5","2",0
"SHEEPSHEAD",18,"2010","12","5","5","1",0
"SHEEPSHEAD",44,"2010","12","7","5","2",0
"SPOTTED SEATROUT",2,"2010","12","3","5","2",0
"SPOTTED SEATROUT",6,"2010","12","7","5","4",0
"COMMON SNOOK",3,"2011","1","7","5","2",0
"GAFFTOPSAIL CATFISH",2,"2011","1","7","5","2",0
"GAG",3,"2011","1","7","5","2",0
"HARDHEAD CATFISH",1,"2011","1","3","5","2",0
"LADYFISH",1,"2011","1","7","5","2",0
"LEFTEYE FLOUNDER GENUS",1,"2011","1","3","5","2",0
"PINFISH",25,"2011","1","3","5","2",0
"RED DRUM",9,"2011","1","7","5","2",0
"SHEEPSHEAD",44,"2011","1","7","5","2",0
"SPOTTED SEATROUT",9,"2011","1","3","5","2",0
"SPOTTED SEATROUT",27,"2011","1","7","5","4",0
"STINGRAY GENUS",1,"2011","1","7","5","2",0
"WHITE GRUNT",1,"2011","1","3","5","2",0
"BLACK DRUM",1,"2011","2","7","5","2",0
"BLUEFISH",15,"2011","2","5","5","1",0
"BONNETHEAD",1,"2011","2","3","5","2",0
"BONNETHEAD",1,"2011","2","7","5","2",0
"COMMON SNOOK",7,"2011","2","7","5","2",0
"GAG",6,"2011","2","7","5","2",0
"GRAY SNAPPER",1,"2011","2","7","5","2",0
"GULF FLOUNDER",2,"2011","2","7","5","2",0
"GULF KINGFISH",1,"2011","2","3","5","2",0
"GULF KINGFISH",4,"2011","2","7","5","2",0
"HARDHEAD CATFISH",2,"2011","2","7","5","2",0
"LADYFISH",6,"2011","2","5","5","1",0
"LADYFISH",103,"2011","2","7","5","4",0
"LEFTEYE FLOUNDER GENUS",5,"2011","2","7","5","2",0
"PINFISH",1,"2011","2","3","5","2",0
"PINFISH",21,"2011","2","7","5","2",0
"RED DRUM",1,"2011","2","5","5","1",0
"RED DRUM",48,"2011","2","7","5","2",0
"SAND PERCH",2,"2011","2","7","5","2",0
"SCALED SARDINE",33,"2011","2","7","5","4",0
"SHEEPSHEAD",14,"2011","2","3","5","2",0
"SHEEPSHEAD",9,"2011","2","5","5","1",0
"SHEEPSHEAD",82,"2011","2","7","5","4",0
"SOUTHERN PUFFER",1,"2011","2","5","5","2",0
"SOUTHERN PUFFER",1,"2011","2","7","5","2",0
"SPANISH MACKEREL",2,"2011","2","3","5","2",0
"SPANISH MACKEREL",54,"2011","2","5","5","1",0
"SPANISH MACKEREL",41,"2011","2","7","5","2",0
"SPOTTED SEATROUT",3,"2011","2","3","5","2",0
"SPOTTED SEATROUT",33,"2011","2","5","5","1",0
"SPOTTED SEATROUT",230,"2011","2","7","5","4",0
"STRIPED MULLET",1,"2011","2","7","5","2",0
"WHITE GRUNT",1,"2011","2","5","5","1",0
"WHITE GRUNT",3,"2011","2","7","5","2",0
"WHITEBONE PORGY",1,"2011","2","5","5","1",0
"ATLANTIC CROAKER",2,"2011","3","7","5","3",70
"BLACK DRUM",1,"2011","3","5","5","1",70
"BLACK SEA BASS",13,"2011","3","3","5","2",70
"BLUE RUNNER",7,"2011","3","7","5","2",70
"BLUEFISH",1,"2011","3","5","5","1",70
"COBIA",1,"2011","3","5","5","1",70
"COMMON SNOOK",1,"2011","3","5","5","1",70
"COMMON SNOOK",3,"2011","3","7","5","2",70
"CREVALLE JACK",3,"2011","3","7","5","2",70
"FLORIDA POMPANO",1,"2011","3","5","5","1",70
"FLORIDA POMPANO",1,"2011","3","7","5","1",70
"GAFFTOPSAIL CATFISH",1,"2011","3","3","5","2",70
"GAFFTOPSAIL CATFISH",2,"2011","3","7","5","2",70
"GAG",14,"2011","3","3","5","2",70
"GAG",11,"2011","3","5","5","1",70
"GRAY SNAPPER",1,"2011","3","7","5","2",70
"GULF FLOUNDER",1,"2011","3","5","5","1",70
"GULF FLOUNDER",1,"2011","3","7","5","2",70
"GULF KINGFISH",1,"2011","3","5","5","1",70
"GULF KINGFISH",1,"2011","3","7","5","2",70
"HARDHEAD CATFISH",12,"2011","3","5","5","1",70
"HARDHEAD CATFISH",38,"2011","3","7","5","2",70
"HOGFISH",2,"2011","3","5","5","1",70
"INSHORE LIZARDFISH",1,"2011","3","3","5","2",70
"INSHORE LIZARDFISH",4,"2011","3","5","5","1",70
"INSHORE LIZARDFISH",1,"2011","3","7","5","2",70
"LADYFISH",19,"2011","3","3","5","2",70
"LADYFISH",39,"2011","3","5","5","1",70
"LADYFISH",118,"2011","3","7","5","4",70
"LEFTEYE FLOUNDER FAMILY",1,"2011","3","3","5","2",70
"LEFTEYE FLOUNDER FAMILY",2,"2011","3","7","5","2",70
"LEFTEYE FLOUNDER GENUS",2,"2011","3","5","5","1",70
"PINFISH",32,"2011","3","3","5","2",70
"PINFISH",6,"2011","3","5","5","1",70
"PINFISH",23,"2011","3","7","5","2",70
"RED DRUM",37,"2011","3","5","5","1",70
"RED DRUM",37,"2011","3","7","5","2",70
"RED GROUPER",5,"2011","3","5","5","1",70
"RED GROUPER",1,"2011","3","7","5","2",70
"SAND PERCH",1,"2011","3","7","5","2",70
"SEATROUT GENUS",1,"2011","3","7","5","2",70
"SHEEPSHEAD",90,"2011","3","5","5","1",70
"SHEEPSHEAD",65,"2011","3","7","5","2",70
"SOAPFISH GENUS",1,"2011","3","5","5","1",70
"SPANISH MACKEREL",46,"2011","3","3","5","2",70
"SPANISH MACKEREL",80,"2011","3","5","5","1",70
"SPANISH MACKEREL",19,"2011","3","7","5","2",70
"SPOTTED SEATROUT",51,"2011","3","5","5","1",70
"SPOTTED SEATROUT",176,"2011","3","7","5","4",70
"STINGRAY GENUS",3,"2011","3","7","5","2",70
"STRIPED MULLET",1,"2011","3","5","5","1",70
"WHITE GRUNT",6,"2011","3","5","5","1",70
"BLUEFISH",3,"2011","4","7","5","1",218
"COMMON SNOOK",2,"2011","4","3","5","2",218
"COMMON SNOOK",2,"2011","4","7","5","2",218
"GAFFTOPSAIL CATFISH",8,"2011","4","7","5","2",218
"GAG",1,"2011","4","3","5","2",218
"GAG",2,"2011","4","7","5","2",218
"GRAY SNAPPER",4,"2011","4","3","5","2",218
"GRAY SNAPPER",8,"2011","4","7","5","2",218
"GULF FLOUNDER",1,"2011","4","3","5","2",218
"GULF KINGFISH",1,"2011","4","7","5","2",218
"HARDHEAD CATFISH",5,"2011","4","3","5","2",218
"HARDHEAD CATFISH",13,"2011","4","7","5","2",218
"LADYFISH",6,"2011","4","3","5","2",218
"LADYFISH",55,"2011","4","7","5","4",218
"LEFTEYE FLOUNDER GENUS",2,"2011","4","3","5","2",218
"LEFTEYE FLOUNDER GENUS",2,"2011","4","7","5","2",218
"PINFISH",3,"2011","4","3","5","2",218
"PINFISH",44,"2011","4","7","5","4",218
"RED DRUM",8,"2011","4","7","5","2",218
"REQUIEM SHARK GENUS",1,"2011","4","3","5","2",218
"SCALED SARDINE",50,"2011","4","7","5","4",218
"SHEEPSHEAD",2,"2011","4","3","5","2",218
"SHEEPSHEAD",4,"2011","4","7","5","2",218
"SKATE GENUS",1,"2011","4","3","5","2",218
"SPANISH MACKEREL",7,"2011","4","3","5","2",218
"SPANISH MACKEREL",12,"2011","4","7","5","2",218
"SPOTTED SEATROUT",1,"2011","4","3","5","2",218
"SPOTTED SEATROUT",110,"2011","4","7","5","4",218
"STINGRAY GENUS",1,"2011","4","7","5","2",218
"BLACK SEA BASS",4,"2011","5","7","5","2",46
"BLUEFISH",2,"2011","5","7","5","1",46
"BONNETHEAD",1,"2011","5","7","5","2",46
"COMMON SNOOK",21,"2011","5","7","5","2",46
"CREVALLE JACK",2,"2011","5","5","5","1",46
"CREVALLE JACK",3,"2011","5","7","5","2",46
"FLORIDA POMPANO",1,"2011","5","7","5","1",46
"GAFFTOPSAIL CATFISH",8,"2011","5","7","5","2",46
"GRAY SNAPPER",4,"2011","5","7","5","2",46
"GULF FLOUNDER",2,"2011","5","7","5","2",46
"GULF KINGFISH",1,"2011","5","7","5","2",46
"HARDHEAD CATFISH",4,"2011","5","5","5","1",46
"HARDHEAD CATFISH",22,"2011","5","7","5","2",46
"INSHORE LIZARDFISH",2,"2011","5","7","5","2",46
"LADYFISH",19,"2011","5","7","5","2",46
"LEFTEYE FLOUNDER FAMILY",1,"2011","5","7","5","2",46
"LEFTEYE FLOUNDER GENUS",1,"2011","5","7","5","2",46
"NEEDLEFISH GENUS",1,"2011","5","7","5","2",46
"PINFISH",21,"2011","5","7","5","2",46
"RED DRUM",25,"2011","5","7","5","2",46
"REQUIEM SHARK FAMILY",2,"2011","5","5","5","1",46
"REQUIEM SHARK FAMILY",1,"2011","5","7","5","2",46
"REQUIEM SHARK GENUS",2,"2011","5","7","5","2",46
"SAND PERCH",5,"2011","5","7","5","2",46
"SAND SEATROUT",60,"2011","5","7","5","4",46
"SCALED SARDINE",50,"2011","5","7","5","4",46
"SEAROBIN GENUS",5,"2011","5","7","5","2",46
"SHEEPSHEAD",17,"2011","5","7","5","2",46
"SPANISH MACKEREL",1,"2011","5","5","5","1",46
"SPANISH MACKEREL",6,"2011","5","7","5","2",46
"SPOTTED SEATROUT",3,"2011","5","5","5","1",46
"SPOTTED SEATROUT",151,"2011","5","7","5","4",46
"STINGRAY GENUS",1,"2011","5","7","5","2",46
"WHITE GRUNT",16,"2011","5","7","5","2",46
"ATLANTIC SPADEFISH",1,"2011","6","7","5","2",57
"ATLANTIC TARPON",4,"2011","6","7","5","2",57
"BLACK SEA BASS",1,"2011","6","7","5","2",57
"COBIA",1,"2011","6","7","5","2",57
"COMMON SNOOK",1,"2011","6","7","5","2",57
"FLORIDA POMPANO",1,"2011","6","7","5","2",57
"GAFFTOPSAIL CATFISH",8,"2011","6","7","5","2",57
"GAG",6,"2011","6","7","5","2",57
"GRAY SNAPPER",7,"2011","6","7","5","2",57
"HARDHEAD CATFISH",32,"2011","6","7","5","2",57
"INSHORE LIZARDFISH",3,"2011","6","7","5","2",57
"LADYFISH",37,"2011","6","7","5","4",57
"LEFTEYE FLOUNDER GENUS",1,"2011","6","7","5","2",57
"PINFISH",87,"2011","6","7","5","4",57
"RED DRUM",11,"2011","6","7","5","2",57
"RED GROUPER",4,"2011","6","7","5","2",57
"REQUIEM SHARK FAMILY",4,"2011","6","7","5","2",57
"REQUIEM SHARK GENUS",3,"2011","6","7","5","2",57
"SEA BASS FAMILY",1,"2011","6","7","5","2",57
"SPANISH MACKEREL",3,"2011","6","7","5","2",57
"SPOTTED SEATROUT",215,"2011","6","7","5","4",57
"STRIPED MULLET",12,"2011","6","7","5","2",57
"WHITE GRUNT",13,"2011","6","7","5","2",57
"ATLANTIC THREAD HERRING",6,"2011","7","3","5","4",66
"ATLANTIC THREAD HERRING",200,"2011","7","7","5","4",66
"BLACK SEA BASS",1,"2011","7","7","5","2",66
"BLUEFISH",2,"2011","7","7","5","2",66
"BONNETHEAD",1,"2011","7","5","5","1",66
"BONNETHEAD",2,"2011","7","7","5","2",66
"COMMON SNOOK",1,"2011","7","3","5","2",66
"COMMON SNOOK",26,"2011","7","7","5","2",66
"CREVALLE JACK",1,"2011","7","7","5","2",66
"FLORIDA POMPANO",2,"2011","7","7","5","2",66
"GAFFTOPSAIL CATFISH",13,"2011","7","7","5","2",66
"GAG",8,"2011","7","7","5","2",66
"GRAY SNAPPER",11,"2011","7","3","5","2",66
"GRAY SNAPPER",30,"2011","7","7","5","2",66
"GULF FLOUNDER",1,"2011","7","5","5","1",66
"GULF FLOUNDER",1,"2011","7","7","5","2",66
"GULF KINGFISH",5,"2011","7","3","5","2",66
"GULF KINGFISH",8,"2011","7","7","5","2",66
"HARDHEAD CATFISH",3,"2011","7","5","5","1",66
"HARDHEAD CATFISH",65,"2011","7","7","5","4",66
"INSHORE LIZARDFISH",1,"2011","7","3","5","2",66
"INSHORE LIZARDFISH",1,"2011","7","7","5","2",66
"LADYFISH",1,"2011","7","5","5","1",66
"LADYFISH",14,"2011","7","7","5","2",66
"LEFTEYE FLOUNDER FAMILY",4,"2011","7","7","5","2",66
"LEFTEYE FLOUNDER GENUS",4,"2011","7","3","5","2",66
"LEFTEYE FLOUNDER GENUS",6,"2011","7","7","5","2",66
"NEEDLEFISH GENUS",6,"2011","7","7","5","2",66
"PINFISH",30,"2011","7","3","5","2",66
"PINFISH",3,"2011","7","5","5","2",66
"PINFISH",43,"2011","7","7","5","4",66
"PUFFER FAMILY",2,"2011","7","7","5","2",66
"RED DRUM",1,"2011","7","5","5","1",66
"RED DRUM",46,"2011","7","7","5","4",66
"RED GROUPER",7,"2011","7","7","5","2",66
"REQUIEM SHARK FAMILY",1,"2011","7","7","5","2",66
"REQUIEM SHARK GENUS",1,"2011","7","7","5","2",66
"SAND PERCH",50,"2011","7","3","5","2",66
"SAND PERCH",5,"2011","7","7","5","2",66
"SCALED SARDINE",50,"2011","7","3","5","4",66
"SCALED SARDINE",566,"2011","7","7","5","5",66
"SHEEPSHEAD",2,"2011","7","7","5","2",66
"SOUTHERN PUFFER",2,"2011","7","3","5","2",66
"SPANISH MACKEREL",6,"2011","7","7","5","2",66
"SPOTTED SEATROUT",56,"2011","7","5","5","1",66
"SPOTTED SEATROUT",200,"2011","7","7","5","4",66
"STRIPED MULLET",16,"2011","7","7","5","4",66
"WHITE GRUNT",9,"2011","7","3","5","2",66
"WHITE GRUNT",8,"2011","7","7","5","2",66
"BLACK SEA BASS",3,"2011","8","7","5","2",29
"BLUEFISH",1,"2011","8","7","5","2",29
"COMMON SNOOK",2,"2011","8","3","5","2",29
"COMMON SNOOK",8,"2011","8","7","5","2",29
"CREVALLE JACK",1,"2011","8","7","5","2",29
"GAFFTOPSAIL CATFISH",1,"2011","8","5","5","2",29
"GAFFTOPSAIL CATFISH",10,"2011","8","7","5","2",29
"GAG",1,"2011","8","7","5","2",29
"GRAY SNAPPER",1,"2011","8","3","5","2",29
"GRAY SNAPPER",4,"2011","8","5","5","2",29
"GRAY SNAPPER",50,"2011","8","7","5","4",29
"GRUNT FAMILY",2,"2011","8","7","5","3",29
"GULF FLOUNDER",1,"2011","8","7","5","2",29
"GULF KINGFISH",1,"2011","8","7","5","2",29
"HARDHEAD CATFISH",11,"2011","8","5","5","2",29
"HARDHEAD CATFISH",34,"2011","8","7","5","2",29
"INSHORE LIZARDFISH",20,"2011","8","7","5","2",29
"LADYFISH",2,"2011","8","5","5","1",29
"LADYFISH",122,"2011","8","7","5","4",29
"LEFTEYE FLOUNDER GENUS",13,"2011","8","7","5","2",29
"PINFISH",4,"2011","8","5","5","2",29
"PINFISH",36,"2011","8","7","5","4",29
"RED DRUM",1,"2011","8","3","5","2",29
"RED DRUM",3,"2011","8","5","5","2",29
"RED DRUM",58,"2011","8","7","5","4",29
"RED GROUPER",10,"2011","8","7","5","2",29
"REQUIEM SHARK GENUS",3,"2011","8","7","5","2",29
"SAND PERCH",1,"2011","8","7","5","2",29
"SEA BASS GENUS",1,"2011","8","7","5","2",29
"SHEEPSHEAD",6,"2011","8","7","5","2",29
"SPOTTED SEATROUT",27,"2011","8","5","5","4",29
"SPOTTED SEATROUT",146,"2011","8","7","5","4",29
"STINGRAY GENUS",1,"2011","8","7","5","2",29
"STRIPED MULLET",73,"2011","8","7","5","4",29
"WHITE GRUNT",5,"2011","8","7","5","2",29
"BLUEFISH",2,"2011","9","3","5","2",105
"BONNETHEAD",1,"2011","9","5","5","1",105
"COMMON SNOOK",1,"2011","9","5","5","1",105
"COMMON SNOOK",11,"2011","9","7","5","2",105
"CREVALLE JACK",5,"2011","9","7","5","2",105
"FLORIDA POMPANO",4,"2011","9","7","5","2",105
"GAFFTOPSAIL CATFISH",3,"2011","9","7","5","2",105
"GRAY SNAPPER",4,"2011","9","3","5","2",105
"GRAY SNAPPER",8,"2011","9","5","5","2",105
"GRAY SNAPPER",25,"2011","9","7","5","2",105
"GRUNT FAMILY",3,"2011","9","3","5","3",105
"GULF FLOUNDER",2,"2011","9","3","5","2",105
"GULF FLOUNDER",3,"2011","9","7","5","2",105
"HARDHEAD CATFISH",29,"2011","9","7","5","2",105
"INSHORE LIZARDFISH",3,"2011","9","3","5","2",105
"INSHORE LIZARDFISH",3,"2011","9","7","5","2",105
"LADYFISH",18,"2011","9","5","5","1",105
"LADYFISH",39,"2011","9","7","5","4",105
"LEFTEYE FLOUNDER FAMILY",9,"2011","9","3","5","2",105
"LEFTEYE FLOUNDER FAMILY",1,"2011","9","7","5","2",105
"LEFTEYE FLOUNDER GENUS",2,"2011","9","7","5","2",105
"NEEDLEFISH GENUS",1,"2011","9","7","5","2",105
"PINFISH",14,"2011","9","3","5","2",105
"PINFISH",2,"2011","9","5","5","2",105
"PINFISH",36,"2011","9","7","5","4",105
"RED DRUM",1,"2011","9","3","5","2",105
"RED DRUM",1,"2011","9","5","5","1",105
"RED DRUM",43,"2011","9","7","5","4",105
"REQUIEM SHARK FAMILY",2,"2011","9","5","5","1",105
"REQUIEM SHARK GENUS",3,"2011","9","7","5","2",105
"SAND PERCH",1,"2011","9","3","5","2",105
"SAND PERCH",1,"2011","9","7","5","2",105
"SAND SEATROUT",1,"2011","9","3","5","2",105
"SCALED SARDINE",262,"2011","9","3","5","5",105
"SCALED SARDINE",24,"2011","9","7","5","4",105
"SEAROBIN FAMILY",3,"2011","9","3","5","2",105
"SHEEPSHEAD",1,"2011","9","3","5","2",105
"SHEEPSHEAD",1,"2011","9","7","5","2",105
"SPANISH MACKEREL",4,"2011","9","5","5","1",105
"SPANISH MACKEREL",7,"2011","9","7","5","2",105
"SPOTTAIL PINFISH",1,"2011","9","3","5","2",105
"SPOTTED SEATROUT",3,"2011","9","3","5","2",105
